@dpb1961m-stress;;00:05:09.590;00:05:11.751;лу'чше говори'ть пра'вильно / и учи'ть тому' / как пра'вильно?
@dpb1961m-stress;;00:05:18.260;00:05:21.242;да-да-да-да-да' вот расскажи'те / как всё'-таки быть? 
@dpb1961m-stress;;00:05:21.420;00:05:26.567;там приплета'ется обы'чно кака'я-то вое'нная топогра'фия да / что для вое'нных
@dpb1961m-stress;;00:05:33.480;00:05:33.909;угу'
@dpb1961m-stress;;00:05:41.990;00:05:52.377;как всё'-таки пра'вильно вот вам / обыва'тель задаё'т вопро'с / осо'бенно твори'тельный паде'ж ужа'сный / ну Шереме'тьеве я ещё' могу' поня'ть но Шереме'тьевом?
@achp1989m-stress;;00:00:05.400;00:00:06.790;ну лю'ди на са'мом де'ле так говоря'т 
@achp1989m-stress;;00:00:06.800;00:00:09.330;е'сли почита'ть реа'льные те'ксты / то вполне' мо'жно обнару'жить
@achp1989m-stress;;00:00:09.880;00:00:15.030;э'то ненормати'вно / реда'ктор вы'черкнет / но там где не сто'ит зло'бный реда'ктор с кра'сной ру'чкой 
@achp1989m-stress;;00:00:15.060;00:00:16.600;там лю'ди употребля'ют
@achp1989m-stress;;00:00:16.620;00:00:19.140;так что / в реа'льность э'то уже' проника'ет вполне' 
@achp1989m-stress;;00:00:19.150;00:00:27.760;ну оста'лось найти' сме'лого челове'ка кото'рый / не постесня'ется в / грамма'тике написа'ть / что в ру'сском языке' есть прича'стия бу'дущего вре'мени и я не бу'ду их запреща'ть
@achp1989m-stress;;00:01:56.729;00:02:04.854;есть прекра'сная исто'рия про то как акаде'мик Виногра'дов пошё'л в… / эээ кото'рый был дире'ктором институ'та ру'сского языка' он сел эээ отвеча'ть на вопро'сы на
@achp1989m-stress;;00:02:05.260;00:02:06.546;Ви'ктор Влади'мирович Виногра'дов да 
@achp1989m-stress;;00:02:06.670;00:02:18.899;сел отвеча'ть на вопро'сы в эээ ммм на... в спра'вочной слу'жбе ру'сского языка' кото'рая была' осно'вана при его' институ'те / он там просиде'л це'лый день отвеча'л на телефо'нные вопро'сы / звони'ли лю'ди со всей страны' он чё'-то им им говори'л 
@achp1989m-stress;;00:02:19.430;00:02:29.300;и на сле'дующий день в институ'т посы'пались жа'лобы / со слова'ми убери'те э'того идио'та с прямо'й ли'нии потому' что / что он нам расска'зывает / мы / хоти'м / узна'ть / как пра'вильно
@achp1989m-stress;;00:02:29.300;00:02:33.297;а он нам начина'ет говори'ть ну у Пу'шкина бы'ло так / а у Леско'ва бы'ло так…
@achp1989m-stress;;00:03:24.890;00:03:25.417;нет коне'чно
@aas1988m-stress;;00:00:56.850;00:01:13.693;но всё'-тки повлия'ть на вну'треннюю структу'ру языка' / каки'ми-то законода'тельными и / эээ прескрипти'вными ме'тодами невозмо'жно мы не мо'жем отмени'ть роди'тельный паде'ж и'ли ввести' долготу' гла'сных / мы не приста'вим к ка'ждому носи'телю языка' полице'йского кото'рый бу'дет следи'ть за выполне'нием э'того 
@aas1988m-stress;;00:01:14.080;00:01:14.585;ма'ксимум…
@aas1988m-stress;;00:01:16.500;00:01:17.158;э'то друго'е 
@aas1988m-stress;;00:01:17.297;00:01:21.105;мы мо'жем ка'к-то возде'йствовать на ле'ксику / попыта'ться запреща'ть заи'мствования…
@aas1988m-stress;;00:01:21.700;00:01:23.140;но не грамма'тику и не фоне'тику
@aas1988m-stress;;00:01:24.230;00:01:32.795;но на грамма'тику коне'чно мы то'же мо'жем / мы мо'жем ммм / что'-то говори'ть про род слова' ко'фе мы мо'жем запреща'ть склоня'ть каки'е-нибудь [нрзб] сло'ва
@aas1988m-stress;;00:01:34.539;00:01:35.446;ка'жется что бу'дет
@aas1988m-stress;;00:03:13.020;00:03:13.590;да я то'же
@aas1988m-stress;;00:03:13.730;00:03:14.499;хотя' не всегда'
@aas1988m-stress;;00:03:26.540;00:03:30.909;я ка'жется / с кирилли'ческими назва'ниями ещё' в кавы'чках а вот лати'нские уже' без
@aas1988m-stress;;00:03:40.900;00:03:41.280;коне'чно всё меня'ется
@aas1988m-stress;;00:03:44.460;00:03:53.460;обыва'телю ну'жно / понима'ть что есть / гру'бо говоря' два ру'сских языка' / и что е'сли вы рабо'таете с языко'м / как профессиона'л то да коне'чно вам ну'жно сле'довать но'рмам 
@aas1988m-stress;;00:03:54.120;00:04:02.150;е'сли вы / испо'льзуете язы'к в интерне'те для обы'чного обще'ния то в о'бщем-то / ничего' стра'шного е'сли в язы'к возни'… при... приду'т каки'е-то заи'мствования 
@aas1988m-stress;;00:04:02.830;00:04:05.170;то что обы'чно пуга'ет обы'чных люде'й 
@aas1988m-stress;;00:04:05.190;00:04:07.380;в э'том ничего' стра'шного нет / ну прихо'дят и прихо'дят
@aas1988m-stress;;00:04:42.060;00:04:43.868;ну / нам коне'чно как лингви'стам
@aas1988m-stress;;00:04:44.300;00:04:46.158;ска'жем стра'шное 
@aas1988m-stress;;00:04:46.158;00:04:59.548;коне'чно нра'вится смотре'ть когда' лю'ди говоря'т непра'вильно / потому' что е'сли / мы ви'дим то что / с то'чки зре'ния но'рмы явля'ется непра'вильным зна'чит мы наблюда'ем / то как язы'к живё'т как он развива'ется и нам как учё'ным как иссле'дователям / э'то коне'чно са'мое интере'сное 
@aas1988m-stress;;00:04:59.980;00:05:09.556;но / разуме'ется / когда' / ты / чита'ешь каку'ю-нибудь ле'кцию практи'ческую / напра'вленную на повыше'ние гра'мотности тако'е то'же иногда' случа'ется / то ну'жно…
@aas1988m-stress;;00:05:12.180;00:05:18.857;с одно'й стороны' да / с друго'й стороны' вот есть станда'ртная / станда'ртный вопро'с про склоне'ние топони'мов на –о'во Вну'кове и'ли во Вну'ково?
@aas1988m-stress;;00:05:25.710;00:05:33.320;ну счита'ется что э'то… что склоне'ние / что несклоне'ние прошу' проще'ния пошло' как раз / из языка' вое'нных 
@aas1988m-stress;;00:05:33.830;00:05:36.950;а ра'ньше ну'жно бы'ло склоня'ть / и ра'ньше со'бственно все склоня'ли хотя' сейча'с 
@aas1988m-stress;;00:05:37.412;00:05:43.011;обы'чные лю’ди счита’ют что всё стро’го наоборо’т что э’то но’вое негра’мотное / пове’трие не склоня’ть
