129;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#707.177#707.445
130;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@d1990m-words#@d1990m#707.445#707.713
131;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#707.713#707.981
132;эээ;эээ;INTJ;_;_;_;_;_;@d1990m-words#@d1990m#707.981#708.249
133;легенда;легенда;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@d1990m-words#@d1990m#708.249#708.517
134;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@d1990m-words#@d1990m#708.517#708.785
135;просто;просто;PART;_;_;_;_;_;@d1990m-words#@d1990m#708.785#709.053
136;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#709.053#709.321
137;ммм;ммм;INTJ;_;_;_;_;_;@d1990m-words#@d1990m#709.321#709.589
138;#причмокивает#;#причмокивает#;X;_;_;_;_;_;@d1990m-words#@d1990m#709.589#709.857
139;сам;сам;DET;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@d1990m-words#@d1990m#709.857#710.125
140;ааа;ааа;INTJ;_;_;_;_;_;@d1990m-words#@d1990m#710.125#710.414
141;не;не;PART;_;_;_;_;_;@d1990m-words#@d1990m#710.805#710.998
142;у...;услышать;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@d1990m-words#@d1990m#710.998#711.191
143;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#711.191#711.384
144;не;не;PART;_;_;_;_;_;@d1990m-words#@d1990m#711.384#711.577
145;услышал;услышать;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@d1990m-words#@d1990m#711.577#711.77
146;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#711.77#711.963
147;не;не;PART;_;_;_;_;_;@d1990m-words#@d1990m#711.963#712.156
148;заметил;заметить;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@d1990m-words#@d1990m#712.156#712.354
149;что;что;SCONJ;_;_;_;_;_;@d1990m-words#@d1990m#712.68#713.122
150;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@d1990m-words#@d1990m#713.122#713.564
151;используете;использовать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@d1990m-words#@d1990m#713.564#714.008
152;эээ;эээ;INTJ;_;_;_;_;_;@d1990m-words#@d1990m#714.655#714.916
153;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#714.916#715.177
154;какой-то;какой-то;DET;_;Case=Nom|Gender=Masc|Number=Sing;_;_;_;@d1990m-words#@d1990m#715.177#715.438
155;кусок;кусок;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@d1990m-words#@d1990m#715.438#715.699
156;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#715.699#715.96
157;из;из;ADP;_;_;_;_;_;@d1990m-words#@d1990m#715.96#716.221
158;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#716.221#716.482
159;ааа;ааа;INTJ;_;_;_;_;_;@d1990m-words#@d1990m#716.482#716.747
160;российских;российский;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;@d1990m-words#@d1990m#716.94#717.426
161;рэперов;рэпер;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@d1990m-words#@d1990m#717.426#717.912
162;в;в;ADP;_;_;_;_;_;@d1990m-words#@d1990m#718.409#718.612
163;куплете;куплет;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@d1990m-words#@d1990m#718.612#718.815
164;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#718.815#719.018
165;или;или;CCONJ;_;_;_;_;_;@d1990m-words#@d1990m#719.018#719.221
166;в;в;ADP;_;_;_;_;_;@d1990m-words#@d1990m#719.221#719.424
167;припеве;припев;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@d1990m-words#@d1990m#719.424#719.628
168;поправь;поправить;VERB;_;Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@d1990m-words#@d1990m#720.331#720.543
169;меня;я;PRON;_;Case=Acc|Number=Sing|Person=1;_;_;_;@d1990m-words#@d1990m#720.543#720.755
170;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#720.755#720.967
171;если;если;SCONJ;_;_;_;_;_;@d1990m-words#@d1990m#720.967#721.179
172;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@d1990m-words#@d1990m#721.179#721.391
173;/;/;PUNCT;_;_;_;_;_;@d1990m-words#@d1990m#721.391#721.603
174;неправильно;неправильно;ADV;_;Degree=Pos;_;_;_;@d1990m-words#@d1990m#721.603#721.815
175;сказал;сказать;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@d1990m-words#@d1990m#721.815#722.033
176;ага;ага;INTJ;_;_;_;_;_;@d1990m-words#@d1990m#738.637#738.849
177;#усмешка#;#усмешка#;X;_;_;_;_;_;@d1990m-words#@d1990m#763.867#764.101
178;вообще;вообще;ADV;_;_;_;_;_;@kgg1994m-words#@kgg1994m#461.844#462.116
179;/;/;PUNCT;_;_;_;_;_;@kgg1994m-words#@kgg1994m#462.116#462.388
180;на;на;ADP;_;_;_;_;_;@kgg1994m-words#@kgg1994m#462.388#462.66
181;самом;самый;DET;_;Case=Loc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#462.66#462.932
182;деле;дело;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#462.932#463.204
183;бывает;бывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@kgg1994m-words#@kgg1994m#463.204#463.476
184;по-разному;по-разному;ADV;_;_;_;_;_;@kgg1994m-words#@kgg1994m#463.476#463.748
185;/;/;PUNCT;_;_;_;_;_;@kgg1994m-words#@kgg1994m#463.748#464.02
186;как;как;SCONJ;_;_;_;_;_;@kgg1994m-words#@kgg1994m#464.02#464.292
187;правило;правило;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#464.292#464.568
188;ну;ну;INTJ;_;_;_;_;_;@kgg1994m-words#@kgg1994m#465.84#466.33
189;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@kgg1994m-words#@kgg1994m#466.33#466.82
190;что-то;что-то;PRON;_;Case=Acc;_;_;_;@kgg1994m-words#@kgg1994m#466.82#467.31
191;придумываю;придумывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@kgg1994m-words#@kgg1994m#467.31#467.802
192;в;в;ADP;_;_;_;_;_;@kgg1994m-words#@kgg1994m#468.35#468.617
193;относительно;относительно;ADV;_;_;_;_;_;@kgg1994m-words#@kgg1994m#468.617#468.884
194;каком-то;какой-то;DET;_;Case=Loc|Gender=Masc|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#468.884#469.151
195;конструктивном;конструктивный;ADJ;_;Case=Loc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#469.151#469.418
196;виде;вид;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#469.418#469.685
197;приношу;приносить;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@kgg1994m-words#@kgg1994m#469.685#469.952
198;чувакам;чувак;NOUN;_;Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur;_;_;_;@kgg1994m-words#@kgg1994m#469.952#470.219
199;где;где;ADV;_;_;_;_;_;@kgg1994m-words#@kgg1994m#470.219#470.486
200;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@kgg1994m-words#@kgg1994m#470.486#470.753
201;могу;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@kgg1994m-words#@kgg1994m#470.753#471.02
202;объяснить;объяснить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@kgg1994m-words#@kgg1994m#471.02#471.287
203;им;они;PRON;_;Case=Dat|Number=Plur|Person=3;_;_;_;@kgg1994m-words#@kgg1994m#471.287#471.554
204;что;что;PRON;_;Case=Nom;_;_;_;@kgg1994m-words#@kgg1994m#471.554#471.821
205;вот;вот;PART;_;_;_;_;_;@kgg1994m-words#@kgg1994m#471.821#472.088
206;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#472.088#472.355
207;вот;вот;PART;_;_;_;_;_;@kgg1994m-words#@kgg1994m#472.355#472.622
208;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#472.622#472.889
209;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#472.889#473.156
210;/;/;PUNCT;_;_;_;_;_;@kgg1994m-words#@kgg1994m#473.156#473.423
211;а;а;CCONJ;_;_;_;_;_;@kgg1994m-words#@kgg1994m#473.423#473.69
212;вот;вот;PART;_;_;_;_;_;@kgg1994m-words#@kgg1994m#473.69#473.957
213;то-то;то-то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#473.957#474.224
214;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#474.224#474.491
215;вот;вот;PART;_;_;_;_;_;@kgg1994m-words#@kgg1994m#474.491#474.758
216;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#474.758#475.044
217;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@kgg1994m-words#@kgg1994m#475.548#475.797
218;/;/;PUNCT;_;_;_;_;_;@kgg1994m-words#@kgg1994m#475.797#476.046
219;как;как;ADV;_;_;_;_;_;@kgg1994m-words#@kgg1994m#476.046#476.295
220;бы;бы;PART;_;_;_;_;_;@kgg1994m-words#@kgg1994m#476.295#476.546
221;джемим;джемить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@kgg1994m-words#@kgg1994m#477.27#477.567
222;вот;вот;PART;_;_;_;_;_;@kgg1994m-words#@kgg1994m#477.567#477.864
223;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#477.864#478.161
224;вот;вот;PART;_;_;_;_;_;@kgg1994m-words#@kgg1994m#478.161#478.461
225;но;но;CCONJ;_;_;_;_;_;@kgg1994m-words#@kgg1994m#479.253#479.524
226;/;/;PUNCT;_;_;_;_;_;@kgg1994m-words#@kgg1994m#479.524#479.795
227;при...;приходить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@kgg1994m-words#@kgg1994m#479.795#480.066
228;/;/;PUNCT;_;_;_;_;_;@kgg1994m-words#@kgg1994m#480.066#480.337
229;приходит;приходить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@kgg1994m-words#@kgg1994m#480.337#480.608
230;в;в;ADP;_;_;_;_;_;@kgg1994m-words#@kgg1994m#480.608#480.879
231;какую-то;какой-то;DET;_;Case=Acc|Gender=Fem|Number=Sing;_;_;_;@kgg1994m-words#@kgg1994m#480.879#481.15
