39;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;_;_;_;@dpb1961m-word#@dpb1961m#34.646#34.924
40;не;не;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#34.924#35.267
41;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#35.267#35.61
42;что;что;PRON;_;Case=Nom;_;_;_;@dpb1961m-word#@dpb1961m#35.61#35.953
43;бы;бы;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#35.953#36.296
44;там;там;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#36.296#36.639
45;ммм;ммм;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#36.639#36.982
46;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;_;_;_;@dpb1961m-word#@dpb1961m#36.982#37.325
47;грозит;грозить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#37.325#37.668
48;эээ;эээ;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#37.668#38.011
49;ммм;ммм;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#38.011#38.354
50;ситуацией;ситуация;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#38.354#38.697
51;когда;когда;SCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#38.697#39.04
52;придё…;прийтись;VERB;_;Asp=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid;_;_;_;@dpb1961m-word#@dpb1961m#39.04#39.383
53;придётся;прийтись;VERB;_;Asp=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid;_;_;_;@dpb1961m-word#@dpb1961m#39.383#39.726
54;поступиться;поступиться;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Mid;_;_;_;@dpb1961m-word#@dpb1961m#39.726#40.069
55;принципами;принцип;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur;_;_;_;@dpb1961m-word#@dpb1961m#40.069#40.412
56;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#40.412#40.755
57;не;не;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#40.755#41.098
58;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@dpb1961m-word#@dpb1961m#41.098#41.441
59;не;не;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#41.441#41.784
60;об;о;ADP;_;_;_;_;_;@dpb1961m-word#@dpb1961m#41.784#42.127
61;этом;это;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#42.127#42.49
62;ну;ну;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#43.0#43.398
63;хорошо;хорошо;PRED;_;Degree=Pos;_;_;_;@dpb1961m-word#@dpb1961m#43.398#43.796
64;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#43.796#44.194
65;а;а;CCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#44.194#44.592
66;если;если;SCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#44.592#44.99
67;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dpb1961m-word#@dpb1961m#44.99#45.388
68;попытаемся;попытаться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid;_;_;_;@dpb1961m-word#@dpb1961m#45.388#45.786
69;искусственно;искусственно;ADV;_;Degree=Pos;_;_;_;@dpb1961m-word#@dpb1961m#45.786#46.184
70;ввести;ввести;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#46.184#46.582
71;долготу;долгота;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#46.582#46.98
72;гласных;гласный;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;@dpb1961m-word#@dpb1961m#46.98#47.379
73;и;и;CCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#47.96#48.307
74;дом;дом;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#48.307#48.654
75;будет;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#48.654#49.001
76;одно;одно;PRON;_;Case=Nom|Gender=Neut;_;_;_;@dpb1961m-word#@dpb1961m#49.001#49.348
77;а;а;CCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#49.348#49.695
78;дом;дом;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#49.695#50.042
79;будет;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#50.042#50.389
80;другое;другой;PRON;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#50.389#50.736
81;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#50.736#51.083
82;как;как;SCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#51.083#51.43
83;в;в;ADP;_;_;_;_;_;@dpb1961m-word#@dpb1961m#51.43#51.777
84;немецком;немецкий;ADJ;_;Case=Loc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#51.777#52.124
85;языке;язык;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#52.124#52.471
86;shtadt;shtadt;X;_;_;_;_;_;@dpb1961m-word#@dpb1961m#52.471#52.818
87;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#52.818#53.165
88;одно;одно;PRON;_;Case=Nom|Gender=Neut;_;_;_;@dpb1961m-word#@dpb1961m#53.165#53.512
89;shtadt;shtadt;X;_;_;_;_;_;@dpb1961m-word#@dpb1961m#53.512#53.859
90;другое;другой;PRON;_;Case=Acc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#53.859#54.206
91;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#54.206#54.553
92;по-русски;по-русски;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#54.553#54.9
93;даже;даже;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#54.9#55.247
94;ии;ии;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#55.247#55.594
95;на;на;ADP;_;_;_;_;_;@dpb1961m-word#@dpb1961m#55.594#55.941
96;слух;слух;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#55.941#56.288
97;непонятно;непонятно;PRED;_;Degree=Pos;_;_;_;@dpb1961m-word#@dpb1961m#56.288#56.653
98;ну;ну;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#63.428#63.706
99;слава;слава;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#63.706#63.984
100;богу;бог;NOUN;_;Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#63.984#64.262
101;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#64.262#64.54
102;вот;вот;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#64.54#64.818
103;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@dpb1961m-word#@dpb1961m#64.818#65.096
104;меня;я;PRON;_;Case=Acc|Number=Sing|Person=1;_;_;_;@dpb1961m-word#@dpb1961m#65.096#65.374
105;успокоили;успокоить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#65.374#65.659
106;да;да;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#65.81#66.29
107;ну;ну;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#74.37#74.713
108;запретили;запретить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#74.713#75.056
109;же;же;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#75.056#75.399
110;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#75.399#75.742
111;обсценную;обсценная;ADJ;_;Case=Acc|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#75.742#76.085
112;лексику;лексика;NOUN;_;Animacy=Inan|Case=Acc|Degreee=Pos|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#76.085#76.428
113;мм;мм;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#79.9#80.186
114;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#80.186#80.472
115;но;но;CCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#80.472#80.758
116;не;не;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#80.758#81.044
117;грамматику;грамматика;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#81.044#81.332
118;угу…;угу;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#83.4#84.115
119;да;да;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#90.15#90.42
120;да;да;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#91.05#91.31
121;и;и;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#91.91#92.164
122;кофе-то;кофе-то;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#92.164#92.418
123;точно;точно;ADV;_;Degree=Pos;_;_;_;@dpb1961m-word#@dpb1961m#92.418#92.672
124;будет;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#92.672#92.926
125;среднего;средний;ADJ;_;Case=Gen|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#92.926#93.18
126;рода;род;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#93.18#93.434
127;?;?;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#93.434#93.688
128;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#93.688#93.942
129;здесь;здесь;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#93.942#94.196
130;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#94.196#94.45
131;ну;ну;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#94.45#94.704
132;сомнения;сомнение;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#94.704#94.958
133;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#94.958#95.212
134;…;…;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#95.212#95.479
135;да;да;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#96.11#96.434
136;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#96.434#96.758
137;вообще-то;вообщй-то;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#96.758#97.082
138;филолог;филолог;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@dpb1961m-word#@dpb1961m#97.082#97.406
139;э…;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#97.406#97.73
140;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#97.73#98.054
141;очень;очень;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#98.054#98.378
142;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#98.378#98.702
143;большое;большой;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#98.702#99.026
144;заблуждение;заблуждение;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#99.026#99.35
145;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#99.35#99.674
146;да;да;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#99.674#100.0
147;ну;ну;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#100.241#100.545
148;считать;считать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#100.545#100.849
149;что;что;SCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#100.849#101.153
150;мм;мм;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#101.153#101.457
151;вопрос;вопрос;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#101.457#101.761
152;как;как;SCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#101.761#102.065
153;правильно;правильно;PRED;_;Degree=Pos;_;_;_;@dpb1961m-word#@dpb1961m#102.065#102.369
154;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#102.369#102.673
155;который;который;PRON;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#102.673#102.977
156;замечательная;замечательный;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#102.977#103.281
157;Марина;Марина;PROPN;_;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#103.281#103.585
158;Королёва;Королев;PROPN;_;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#103.585#103.889
159;задаёт;задавать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#103.889#104.193
160;на;на;ADP;_;_;_;_;_;@dpb1961m-word#@dpb1961m#104.193#104.497
161;«Эхе;«Эхо;PROPN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#104.497#104.801
162;Москвы»;Москвы»;PROPN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#104.801#105.105
163;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#105.105#105.409
164;там;там;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#105.409#105.713
165;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#105.713#106.017
166;с;с;ADP;_;_;_;_;_;@dpb1961m-word#@dpb1961m#106.017#106.321
167;какой-то;какой-то;DET;_;Case=Ins|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#106.321#106.625
168;частотой;частота;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#106.625#106.929
169;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#106.929#107.233
170;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@dpb1961m-word#@dpb1961m#107.233#107.537
171;аа;аа;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#107.537#107.841
172;актуален;актуальный;ADJ;_;Degree=Pos|Gender=Masc|Number=Sing|Variant=Short;_;_;_;@dpb1961m-word#@dpb1961m#107.841#108.145
173;для;для;ADP;_;_;_;_;_;@dpb1961m-word#@dpb1961m#108.145#108.449
174;всех;все;PRON;_;Animacy=Anim|Case=Gen|Number=Plur;_;_;_;@dpb1961m-word#@dpb1961m#108.449#108.753
175;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#108.753#109.057
176;для;для;ADP;_;_;_;_;_;@dpb1961m-word#@dpb1961m#109.057#109.361
177;филолога;филолог;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#109.361#109.665
178;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#109.665#109.969
179;вопрос;вопрос;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#109.969#110.273
180;в;в;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#110.273#110.577
181;общем;общий;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#110.577#110.881
182;не...;не;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#110.881#111.185
183;как;как;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#111.185#111.489
184;было;быть;AUX;_;Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#111.489#111.793
185;правильно;правильно;PRED;_;Degree=Pos;_;_;_;@dpb1961m-word#@dpb1961m#111.793#112.097
186;когда-то;когда-то;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#112.097#112.42
187;музы́ка;музы́ка;NOUN;_;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#112.87#113.131
188;полковая;полковой;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#113.131#113.392
189;да;да;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#113.392#113.653
190;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#113.653#113.914
191;щас;сейчас;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#113.914#114.175
192;му́зыка;му́зыка;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#114.175#114.436
193;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#114.436#114.697
194;до́мы;до́м;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@dpb1961m-word#@dpb1961m#114.697#114.958
195;то́мы;то́м;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@dpb1961m-word#@dpb1961m#114.958#115.219
196;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#115.219#115.48
197;а;а;CCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#115.48#115.741
198;щас;сейчас;ADV;_;_;_;_;_;@dpb1961m-word#@dpb1961m#115.741#116.002
199;дома;дом;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@dpb1961m-word#@dpb1961m#116.002#116.263
200;тома;том;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#116.263#116.533
201;угу;угу;INTJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#121.88#122.28
202;ну;ну;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#124.54#124.777
203;Виктор;Виктор;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#124.777#125.014
204;Владимирович;Владимирович;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#125.014#125.251
205;?;?;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#125.251#125.49
206;всё;всё;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#148.62#148.99
207;правильно;правильный;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;_;_;_;@dpb1961m-word#@dpb1961m#148.99#149.36
208;да-да;да-да;PART;_;_;_;_;_;@dpb1961m-word#@dpb1961m#153.079#153.538
209;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#153.97#154.297
210;мне;я;PRON;_;Case=Dat|Number=Sing|Person=1;_;_;_;@dpb1961m-word#@dpb1961m#154.297#154.624
211;напоминает;напоминать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dpb1961m-word#@dpb1961m#154.624#154.951
212;разговоры;разговор;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@dpb1961m-word#@dpb1961m#154.951#155.278
213;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#155.278#155.605
214;анекдоты;анекдот;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@dpb1961m-word#@dpb1961m#155.605#155.932
215;про;про;ADP;_;_;_;_;_;@dpb1961m-word#@dpb1961m#155.932#156.259
216;военный;военный;ADJ;_;Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#156.259#156.586
217;синус;синус;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dpb1961m-word#@dpb1961m#156.586#156.913
218;что;что;SCONJ;_;_;_;_;_;@dpb1961m-word#@dpb1961m#156.913#157.24
219;/;/;PUNCT;_;_;_;_;_;@dpb1961m-word#@dpb1961m#157.24#157.567
